ALC,Origin,Destination,Number,FL Cap,Track,Production,Disabled,Deletion Date,Route,G/C,Distance,EU Emissions,Source,Updated,Valid Days,Valid Date,Valid From,Valid To,Aircraft,Acft Type,Route Qual,Origin Rwy,Destination Rwy,Comments
,RKTU,ZSNJ,20,380,,Yes,No,,RKTU BUKIL2 OLMEN DCT BULTI Y711 PONIK A593 PK R343 ESBAG ESBAG21A ZSNJ,522,711,574,GL,2023-04-28 0445,,,,,,,,06L,,"NORMAL ROUTE(LONGEST DISTANCE ROUTE)
CJJ 06 - NKG 07

"
,RKTU,ZSOF,10,390,,Yes,No,,RKTU BUKIL2 OLMEN DCT BULTI Y711 PONIK A593 PK R343 MADUK DCT ZSOF,593,809,645,GL,2023-04-28 0445,,,,,,,,06L,15,"NORMAL RTE 10

"
,RKTU,ZYQQ,10,410,,Yes,No,,RKTU BUKIL2 GUKDO G585 SEL G597 DONVO A326 SANKO W107 CHI A588 HRB B451 NDG DCT ZYQQ,651,924,702,GL,2023-04-28 0446,,,,,,,,06L,,"CJJ-NDG 

"
,RKTU,ZYYJ,1,390,,Yes,No,,RKTU BUKIL2 GUKDO G585 SEL G597 DONVO A326 SANKO W107 CHI A588 LJB G341 KANVU KANVU01A ZYYJ,381,874,432,MJ,2025-12-24 0213,,,,,,,,06L,9,"CJJ YNJ COMPANY ROUTE1     
"
,RKTU,ZYYJ,2,390,,Yes,No,,RKTU BUKIL2 GUKDO G585 SEL G597 DONVO A326 SANKO W107 CHI A588 LJB G341 KANVU KANVU11A ZYYJ,381,850,432,MJ,2025-09-08 0516,,,,,,,,06L,27,"CJJ YNJ COMPANY ROUTE2   
"
,RKTU,ZYYJ,3,390,,Yes,No,,RKTU BUKIL2 GUKDO G585 SEL G597 DONVO A326 SANKO W107 CHI A588 LJB G341 KANVU KANVU01A ZYYJ,381,874,432,MJ,2025-09-08 0516,,,,,,,,06L,9,"CJJ YNJ COMPANY ROUTE3   
"
,RKTU,ZYYJ,4,390,,Yes,No,,RKTU BUKIL2 GUKDO G585 SEL G597 DONVO A326 SANKO W107 CHI A588 LJB G341 KANVU KANVU11A ZYYJ,381,850,432,MJ,2025-09-08 0516,,,,,,,,06L,27,"CJJ YNJ COMPANY ROUTE4     
"
,ROAH,RCTP,1,340,,Yes,No,,ROAH GANJU2 GANJU Y576 LILRA R595 GRACE GRACE1A RCTP,353,444,405,SK,2024-06-24 2338,,,,,,,,18R,05L,"1. ROAH-RCTP DIVERT ROUTE 2. RJJJ AIC 13/24 3. 2024.06.25
"
,ROAH,RJFF,1,340,,Yes,No,,ROAH ESKOB3 AMAMI Y25 ISKUP ISKUPK RJFF,467,605,517,MJ,2025-03-13 0212,,,,,,,,18L,34L,"1. ROAH-RJFF DIVERT ROUTE  2. RJJJ AIC 04/25 3. 2025.03.13 
"
,ROAH,RJFK,1,340,,Yes,No,,ROAH ESKOB3 AMAMI Y25 BOMAP Y455 KINKO KINKOH RJFK,374,415,424,SK,2024-06-24 2328,,,,,,,,18L,34,"1. ROAH-RJFK DIVERT ROUTE 2. RJJJ AIC 13/24 3. 2024.06.25
"
,ROAH,RKPC,1,390,,Yes,No,,ROAH DCT ONC Y579 RUGMA Y572 TOSAN TOSAN2P RKPC,443,570,493,SK,2024-06-24 2330,,,,,,,,18R,7,"1. ROAH-RKPC DIVERT ROUTE 2. RJJJ AIC 13/24 3. 2024.06.25
"
,ROAH,RKPK,1,330,,Yes,No,,ROAH DCT ONC Y579 RUGMA Z85 PAPLU Y571 ANROD GAYHA3 RKPK,544,624,593,MJ,2024-09-23 0506,,,,,,,,18L,18L,"1. OKA/PUS NML RTE  2. OKA DEP RWY 18  3. NIL  4. SINGLE
HF,SINGLE GPS  5. AIC REGULATION DOESN'T HAVE SID PROCEDURE
"
,ROAH,RKPK,10,350,,Yes,No,,ROAH ESKOB3 AMAMI Y25 ISKUP DCT OLVIN DCT APELA PEDLO2 RKPK,544,622,593,MJ,2024-09-23 0511,,,,,,,,18L,36L,"1. OKA/PUS NML ROUTE 2. MEA FL160 3. RNAV5,RNAV2 4. SINGLE HF,
GPS REQUIRED 5. - VOR/DME, DME/DME, INS OR IRS, GNSS(RNAV5)   
- DME/DME, DME/DME/IRU, GNSS(RNAV2) 5. 2017-12-12   
"
,ROAH,RKPK,11,390,,Yes,No,,ROAH ESKOB3 AMAMI Y25 BOMAP Y45 HKC G339 SASIK Y208 INVOK PEDLO2 RKPK,544,627,593,MJ,2025-09-08 0515,,,,,,,,18L,36L,"1. OKA/PUS NML-2 ROUTE 2. MEA FL230(Y208) 3. RNAV5 4. SINGLE
HF, GPS REQUIRED 5. - VOR/DME, DME/DME, INS OR IRS, GNSS(RNAV5)
   - DME/DME, DME/DME/IRU, GNSS(RNAV2) 5. 2018-11-24  
"
,ROAH,RKPK,13,410,,Yes,No,,ROAH KIZNA2 OKUMA Y45 ONC Y579 RUGMA Z85 PAPLU Y571 ANROD KEVOX3 RKPK,544,623,593,MJ,2025-09-08 0515,,,,,,,,36L,36L,"1. OKA/PUS NML-4 ROUTE 2. MEA FL240(Y579) 3. RNAV5 4. SINGLE
HF, GPS REQUIRED 5. - VOR/DME, DME/DME, INS OR IRS, GNSS(RNAV5)
   - DME/DME, DME/DME/IRU, GNSS(RNAV2) 5. 2018-11-24  
"
,ROAH,RKPK,98,380,,Yes,No,,ROAH LAVON1 LAVON MTTA OKUMA A582 PSN RKPK,544,636,593,MJ,2025-09-08 0514,,,,,,,,18L,36L,"1. OKA / PUS CONVENTIONAL ROUTE 2. MEA FL160 3. RNAV, RNP : NIL
4. SINGLE HF, GPS REQUIRED 5. DEL ATC FLIGHT PLAN ITEM 10 'R'
AND    ITEM 18 PBN CAPABILITY 6. 2015-12-22  
"
,ROAH,RKSI,1,350,,Yes,No,,ROAH DCT ONC Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN3C RKSI,679,793,729,MJ,2024-09-23 0505,,,,,,,,18L,16L,"1. OKA/ICN NML RTE 2. OKA DEP RWY 18 3. NIL 4. SINGLE HF,
SINGLE GPS 5. AIC REGULATION DOESN'T HAVE SID PROCEDURE   
"
,ROAH,RKSI,11,350,,Yes,No,,ROAH DCT ONC Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN3C RKSI,679,793,729,MJ,2023-03-05 2347,,,,,,,,18L,16L,"RWY18 ROAH/RKSI SID ADJUSTMENT
"
,ROAH,RKSI,20,390,,Yes,No,,ROAH ESKOB3 CHERY DCT ONC B597 TGE G339 SASIK Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,679,943,729,JK,2021-06-16 2129,,,,,,,,18L,16L,"1. OKA/ICN DETOUR RTE



"
,ROAH,RKSI,22,350,,Yes,No,,ROAH DCT ONC Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN3C RKSI,679,793,729,MJ,2023-03-05 2349,,,,,,,,36L,16L,"ROAH/RKSI SID ADJUSTMENT
"
,ROAH,RKSI,30,390,,Yes,No,,ROAH NAHSW4 LAFTY DCT SAKON R595 APU DCT DRAKE Q11 SALMI B576 ATOTI Y722 OLMEN OLMEN3C RKSI,679,1328,729,MJ,2025-09-08 0514,,,,,,,,18L,15L,"1. OKA/ICN TPE DETOUR RTE 2. OKA DEP RWY 18 3. TW OVFLT PMSN 4.
SINGLE HF, SINGLE GPS 5. NIL   
"
,ROAH,RKSI,50,390,,Yes,No,,ROAH ESKOB3 AMAMI Y25 IKE A582 APELA Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,679,907,729,JM,2023-07-21 1354,,,,,,,,18L,15L,"1. OKA/ICN TYPHOON DETOUR RTE
2. MEA FL160
3. SINGLE HF REQUIRED
4. SINGLE GPS REQUIRED
5. 2015-12-13



"
,ROAH,RKSI,60,390,,Yes,No,,ROAH DCT SAKON R595 APU DCT DRAKE Q11 SALMI B576 ATOTI Y722 OLMEN OLMEN3C RKSI,679,1327,729,MJ,2025-09-08 0514,,,,,,,,18L,15L,"1. OKA-ICN DETOUR RTE(TPE RTE) 2. MEA : FL290 3. RNAV2 4. RNAV2
: DME/DME, DME/DME/IRU, GNSS 5. BEFORE USING THIS RTE, YOUHAVE
TO GET TPE PERMIT 6. 2017-08-04   
"
,ROAH,RKSI,80,200,,Yes,No,,ROAH LAVON1 LAVON DCT NHC A582 ONC A586 CJU B576 SEL DCT RKSI,679,774,729,JHP,2022-06-18 1032,,,,,,,,36L,,"1. OKA/ICN CONVENTIONAL RTE
2. OKA DEP RWY 36
3. NIL
4. SINGLE HF, SINGLE GPS
5. RMK
- DEL ATC FLIGHT PLAN ITEM 10 'R' AND ITEM 18 PBN CAPABILITY
- ABOVE FL140 BETWEEN SOT AND CJU MUST COORDINATE WITH ACC
6. 2022-06-18 (RJJJ AIC 15/22)
"
,ROAH,RKSI,81,250,,Yes,No,,ROAH DCT ONC A586 CJU Y722 OLMEN OLMEN3C RKSI,679,793,729,MJ,2025-09-08 0513,,,,,,,,18L,15L,"1. OKA/ICN 1PACK RTE (BLW FL250) 2. OKA DEP RWY 18 3. NIL 4.
SINGLE HF, SINGLE GPS 5. NIL  
"
,ROAH,RKSI,98,200,,Yes,No,,ROAH DCT ONC A586 CJU B576 SEL DCT RKSI,679,734,729,CS,2020-03-14 0005,,,,,,,,36L,15L,"1. OKA/ICN CONVENTIONAL RTE
2. MEA FL090
3. RNAV&RNP : NIL
4. RMK
- DEL ATC FLIGHT PLAN ITEM 10 'R' AND ITEM 18 PBN CAPABILITY
- ABOVE FL140 BETWEEN SOT AND CJU MUST COORDINATE WITH ACC
5. 2017-04-30

"
,ROAH,RKSI,99,250,,Yes,No,,ROAH DCT ONC A586 CJU Y722 OLMEN OLMEN3C RKSI,679,793,729,JK,2021-06-16 2130,,,,,,,,18L,15L,"1. OKA/ICN BELOW FL250 RTE
2. MEA FL140
3. RNAV2
4. SINGLE HF, GPS REQUIRED
5. RMK
-RNAV2 : VOR/DME,DME/DME/INS OR IRU,GNSS
6. 2016-12-16

"
,RPLC,RCTP,1,350,,Yes,No,,RPLC MALIB2C MALIB W4 SANRO M646 POTIB Q14 TNN TNN1B RCTP,595,677,644,MJ,2024-06-20 0817,,,,,,,,20,23L,"1. CRK-TPE DIVERT ROUTE 2. PHL REGIONAL SUPPLEMENTARY PROCEDURE
/ TPE FLIGHT PLANNING  
"
,RPLC,RKPC,1,370,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB B462 LAO M646 HCN B591 SANAS M750 MAMOD Y759 IGMON Z401 POTET Y579 RUGMA Y572 TOSAN TOSAN2P RKPC,1146,1335,1194,MJ,2025-07-08 1437,,,,,,,,2,7,"1. CRK/CJU NML RTE (NIGHT, 1750-2020Z) 2. CRK DEP RWY 02 3. TW
OVFLT PMSN 4. SINGLE HF, SINGLE GPS 5. REF TPE AIP ENR 1.8.2   
REF KOR AIRAC AIP SUP 2/23    *Y722 TRAFFIC DISPERSION
OPERATION      
"
,RPLC,RKPC,2,370,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 HCN B591 SANAS M750 MAMOD Y759 IGMON Z401 POTET Y579 RUGMA Y572 TOSAN TOSAN2P RKPC,1146,1350,1194,MJ,2025-07-08 1437,,,,,,,,20,7,"1. CRK/CJU NML RTE (NIGHT, 1750-2020Z) 2. CRK DEP RWY 20 3. TW
OVFLT PMSN 4. SINGLE HF, SINGLE GPS 5. REF TPE AIP ENR 1.8.2   
REF KOR AIRAC AIP SUP 2/23    *Y722 TRAFFIC DISPERSION
OPERATION   
"
,RPLC,RKPC,3,370,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB B462 LAO M646 HCN B591 TINHO Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO SOSDO2P RKPC,1146,1294,1194,MJ,2025-07-08 1438,,,,,,,,2,7,"1. CRK/CJU NML RTE  2. CRK DEP RWY 02 3. TW OVFLT PMSN 4.
SINGLE FMC, SINGLE GPS, SINGLE HF 5. RTE USEABLE 1600-1750Z,
2020-2200Z     (CROSSING FIX POTIB)     
"
,RPLC,RKPC,4,370,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 HCN B591 TINHO Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO DCT TOSAN TOSAN2P RKPC,1146,1324,1194,MJ,2025-07-07 0422,,,,,,,,20,7,"1. CRK/CJU NML RTE  2. CRK DEP RWY 20 3. TW OVFLT PMSN 4.
SINGLE FMC, SINGLE GPS, SINGLE HF 5. RTE USEABLE 1600-1750Z,
2020-2200Z     (CROSSING FIX POTIB)  
"
,RPLC,RKPC,5,370,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB B462 LAO M646 POTIB Q14 TNN W4 ANLOT B1 APU DCT DRAKE Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO DCT TOSAN TOSAN2P RKPC,1146,1331,1194,MJ,2025-07-08 1438,,,,,,,,2,7,"1. CRK/CJU NML RTE(DAYTIME) 2. CRK DEP RYW 02 3. TW OVFLT PMSN
4. SINGLE HF, SINGLE GPS, SINGLE FMC 5. RTE USEABLE 2200-1600Z 
  (CROSSING FIX POTIB)    -REF TPE AIP ENR 1.8.2    -REF KOR
AIRAC AIP SUP 2/23  
"
,RPLC,RKPC,6,370,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 POTIB Q14 TNN W4 ANLOT B1 APU DCT DRAKE Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO DCT TOSAN TOSAN2P RKPC,1146,1345,1194,MJ,2025-07-08 1439,,,,,,,,20,7,"1. CRK/CJU NML RTE(DAYTIME) 2. CRK DEP RYW 20 3. TW OVFLT PMSN
4. SINGLE HF, SINGLE GPS, SINGLE FMC 5. RTE USEABLE 2200-1600Z 
  (CROSSING FIX POTIB)    -REF TPE AIP ENR 1.8.2    -REF KOR
AIRAC AIP SUP 2/23  
"
,RPLC,RKPC,10,390,,Yes,No,,RPLC MALIB2C MALIB W4 SANRO M646 HCN B591 SANAS M750 MAMOD Y759 IGMON Z401 POTET Y579 RUGMA Y572 TOSAN TOSAN2P RKPC,1146,1331,1194,MJ,2025-07-08 1439,,,,,,,,20,7,"1. CRK-CJU NML RTE 2. MEA FL290(Q11) 3. RNAV1(STAR),
RNP10(M646), RNAV2(Q11/Y722) 4. 1 FMC, 1 GPS, 1 HF 5.
2019-10-21      
"
,RPLC,RKPC,20,390,,Yes,No,,RPLC MALIB2C MALIB W4 SANRO M646 POTIB Q14 TNN W4 ANLOT B1 APU DCT DRAKE Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO SOSDO2P RKPC,1146,1312,1194,GL,2021-06-18 0534,,,,,,,,20,7,"1.CRK-CJU ATOTI RTE
2.MEA FL290(Q11/Q14)
3.RNAV1(STAR), RNP10(M646), RNAV2(Q11/Q14/Y722), 
  RNAV5(Y741)
4.1HF, 1GPS REQUIRED
5.TPE ENR 3.3 Q11 REMARK
6.2020.11.23

"
,RPLC,RKPC,99,390,,Yes,No,,RPLC RIANO5N RIANO DCT CAB B462 LAO M646 HCN W4 HLG A1 APU B576 ATOTI Y722 SOSDO SOSDO2P RKPC,1146,1339,1194,MJ,2025-07-08 1439,,,,,,,,20,7,"1. CRK-CJU AT OR BELOW FL250 RTE(SINGLE PACK ROUTE) 2. MEA
FL150 3. RNAV1(STAR),RNAV2(Y722),RNAV5(Y722),RNP10(M646) 4.
DUAL IRU, SINGLE FMC, SINGLE GPS, SINGLE HF 5. N/A 6.
2019-10-21  
"
,RPLC,RKPK,1,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 HCN B591 SANAS M750 MAMOD Y759 IGMON Z401 POTET Y579 RUGMA DCT ANROD KEVOX3 RKPK,1282,1380,1330,MJ,2024-10-25 2231,,,,,,,,20,36L,"1. CRK PUS NORMAL ROUTE  2. TW OVFLT PMSN   3. MEA Y579 FL240 
4. TPE POTIB 1750-2020Z    
"
,RPLC,RKPK,2,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 HCN B591 TINHO Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO Y571 ANROD KEVOX3 RKPK,1282,1362,1330,MJ,2024-10-12 1215,,,,,,,,20,36L,"1.CRK PUS TW ROUTE   2.TW OVFLT PMSN    3.Y741 MEA F310 4.POTIB
DURING 1601-1749, 2021-2159Z      
"
,RPLC,RKPK,3,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 POTIB Q14 TNN W4 ANLOT B1 APU DCT DRAKE Q11 WP900 L4 LIPLO Y741 ATOTI Y722 SOSDO Y571 ANROD GAYHA3 RKPK,1282,1396,1330,MJ,2024-10-12 1219,,,,,,,,20,18R,"1. CRK/PUS NML(TW) ROUTE  2. CRK DEP RWY 20  3. TW OVF PMSN  4.
MEA Y741 FL310 5. POTIB DURING 2200-1600Z 
"
,RPLC,RKPK,50,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB N884 ALBAX Y531 YURIX Y27 RUSAR Y579 RUGMA Z85 PAPLU Y571 ANROD KEVOX3 RKPK,1282,1364,1330,MJ,2024-10-12 1149,,,,,,,,20,36L,"1. CRK/PUS PHL DETOUR 2. CRK DEP 20 3. PHL DETOUR 4. SINGLE HF 
"
,RPLC,RKPK,51,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB R597 VIGOR A590 BIXAK G339 LUKRA Y208 INVOK PEDLO2 RKPK,1282,1563,1330,MJ,2024-10-12 1352,,,,,,,,20,36L,"1. CRK PUS RJJJ DTR RTE   2. DUAL HF REQUIRED   3. MEA
FL230(Y208)   4. 'GURAG' RTE NEED COORDINATE PIC  
"
,RPLC,RKPK,52,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB R597 VIGOR A590 GURAG DCT SAKON Y27 RUSAR Y579 RUGMA Z85 PAPLU Y571 ANROD KEVOX3 RKPK,1282,1457,1330,MJ,2024-10-12 1352,,,,,,,,20,36L,"1. CRK PUS RJJJ DETOUR ROUTE   2. DUAL HF REQUIRED  3. MEA
FL260(Y27)  4. 'GURAG' RTE NEED COORDINATE PIC   
"
,RPLC,RKPK,99,390,,Yes,No,,RPLC MALIB2C MALIB W4 SANRO A461 SHL G471 PLT A599 JTN G327 LAMEN A593 SADLI Y590 ELGEP Y722 SOSDO Y571 ANROD KEVOX3 RKPK,1282,1821,1330,MJ,2024-10-12 1221,,,,,,,,20,36L,
,RPLC,RKSI,1,390,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB B462 LAO M646 POTIB Q14 TNN W4 ANLOT B1 APU DCT DRAKE Q11 WP900 L4 LIPLO Y741 ATOTI Y722 OLMEN OLMEN3C RKSI,1373,1539,1420,TW,2023-03-11 1143,,,,,,,,2,16L,"1. CRK/ICN NML RTE(DAYTIME)
2. CRK DEP RYW 02
3. TW OVFLT PMSN
4. SINGLE HF, SINGLE GPS, SINGLE FMC
5. RTE USEABLE 2200-1600Z
   (CROSSING FIX POTIB)
   -REF TPE AIP ENR 1.8.2
   -REF KOR AIRAC AIP SUP 2/23
"
,RPLC,RKSI,2,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 POTIB Q14 TNN W4 ANLOT B1 APU DCT DRAKE Q11 WP900 L4 LIPLO Y741 ATOTI Y722 OLMEN OLMEN3C RKSI,1373,1553,1420,TW,2023-03-11 1142,,,,,,,,20,16L,"1. CRK/ICN NML RTE(DAYTIME)
2. CRK DEP RYW 20
3. TW OVFLT PMSN
4. SINGLE HF, SINGLE GPS, SINGLE FMC
5. RTE USEABLE 2200-1600Z
   (CROSSING FIX POTIB)
   -REF TPE AIP ENR 1.8.2
   -REF KOR AIRAC AIP SUP 2/23
"
,RPLC,RKSI,3,390,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB B462 LAO M646 HCN B591 SANAS M750 MAMOD Y759 IGMON Z401 POTET Y579 RUGMA Z85 BILUM DCT MELES DCT GUKDO GUKDO2H RKSI,1373,1614,1420,MJ,2024-03-29 0612,,,,,,,,2,16L,"1. CRK/ICN NML RTE (NIGHT, 1750-2020Z) 2. CRK DEP RWY 02 3. TW
OVFLT PMSN 4. SINGLE HF, SINGLE GPS 5. REF TPE AIP ENR 1.8.2   
REF KOR AIRAC AIP SUP 2/23    *Y722 TRAFFIC DISPERSION
OPERATION    
"
,RPLC,RKSI,4,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 HCN B591 SANAS M750 MAMOD Y759 IGMON Z401 POTET Y579 RUGMA Z85 BILUM DCT MELES DCT GUKDO GUKDO2H RKSI,1373,1628,1420,MJ,2024-03-29 0612,,,,,,,,20,16L,"1. CRK/ICN NML RTE (NIGHT, 1750-2020Z) 2. CRK DEP RWY 20 3. TW
OVFLT PMSN 4. SINGLE HF, SINGLE GPS 5. REF TPE AIP ENR 1.8.2   
REF KOR AIRAC AIP SUP 2/23    *Y722 TRAFFIC DISPERSION
OPERATION    
"
,RPLC,RKSI,5,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB B462 LAO M646 HCN B591 TINHO Q11 WP900 L4 LIPLO Y741 ATOTI Y722 OLMEN OLMEN3C RKSI,1373,1531,1420,MJ,2025-04-28 0558,,,,,,,,20,15L,"1. CRK/ICN NML RTE  2. CRK DEP RWY 20 3. TW OVF PMSN 4. SINGLE
FMC, SINGLE GPS, SINGLE HF    
"
,RPLC,RKSI,20,390,,Yes,No,,RPLC MALIB2C MALIB W4 SANRO M646 HCN B591 TINHO Q11 WP900 L4 LIPLO Y741 ATOTI Y722 OLMEN OLMEN3C RKSI,1373,1513,1420,MJ,2025-09-08 0513,,,,,,,,20,15L,"1. CRK/ICN DETURE RTE (TW) 2. CRK DEP RWY 20 3. TW OVFLT PMSN
4. SINGLE FMC, SINGLE GPS, SINGLE HF 5. RTE USEABLE 1600-1750Z,
2020-2200Z     (CROSSING FIX POTIB)   
"
,RPLC,RKSI,21,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB N884 ALBAX Y531 YURIX Y27 RUSAR Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN2H RKSI,1373,1538,1420,TL,2022-12-16 0651,,,,,,,,20,15L,"1. CRK/ICN RUGMA DETOUR RTE
2. CRK DEP RWY 20
3. NIL
4. SINGLE FMC, SINGLE GPS, SINGLE HF
5. 1) IF N884 FLT LVL BELOW FL270, DUAL HF REQUIRED
   2) REF KOR AIRAC AIP SUP 07/15


"
,RPLC,RKSI,22,390,,Yes,No,,RPLC RIANO5N RIANO DCT CAB B462 KAZIK Y62 YURIX Y27 RUSAR Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN2H RKSI,1373,1577,1420,TL,2022-12-16 0653,,,,,,,,20,16L,"1. CRK/ICN RUGMA DETOUR RTE-2
2. CRK DEP RWY 20
3. NIL
4. SINGLE HF, SINGLE GPS
5. REF KOR AIRAC AIP SUP 07/15
 - JAPAN AIC 22/22 APPLIED


"
,RPLC,RKSI,23,390,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB R597 VIGOR A590 GURAG DCT SAKON Y27 RUSAR Y579 RUGMA Z85 BILUM DCT MELES DCT GUKDO GUKDO2H RKSI,1373,1680,1420,MJ,2025-09-08 0512,,,,,,,,2,15L,"1. CRK/ICN DETOUR RTE (OKA) 2. ERA RPHI OR EDTO RLS REQ 3. RKRR
AIRAC AIP SUP 2/23 (RUGMA Z85 BILUM DCT MELES DCT) 4.
2023-07-25    
"
,RPLC,RKSI,25,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB R597 VIGOR A590 BIXAK G339 LUKRA Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1373,1859,1420,JK,2022-09-04 1301,,,,,,,,20,16L,"1. CRK/ICN BIXAK DTR
2. CRK DEP RYW 20
3. DUEL HF
4. 2022-09-04
"
,RPLC,RKSI,28,390,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB R597 VIGOR A590 GURAG DCT SAKON Y27 RUSAR Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN2H RKSI,1373,1617,1420,TL,2022-12-16 0653,,,,,,,,2,16L,"1. CRK/ICN DETOUR RTE



"
,RPLC,RKSI,30,390,,Yes,No,,RPLC RIANO5N RIANO DCT CAB R597 VIGOR A590 BIXAK G339 HKC A582 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1373,1856,1420,JM,2023-07-21 1336,,,,,,,,20,15L,"1. CRK/ICN BIXAK DETOUR RTE
2. CRK DEP RWY 20
3. NIL
4. DUAL HF, SINGLE FMC, SINGLE GPS
5. REF KOR AIRAC AIP SUP 07/15



"
,RPLC,RKSI,31,390,,Yes,No,,RPLC RIANO5N RIANO DCT CAB R597 VIGOR A590 BUBDO A597 KEC V55 ROKKO Y38 SAPRA Y685 GUKDO GUKDO2H RKSI,1373,2143,1420,MJ,2024-12-06 0600,,,,,,,,20,16L,"1. CRK/ICN KIX-BIXAK DETOUR RTE 2. CRK DEP RWY 24   
"
,RPLC,RKSI,40,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB N884 ALBAX Y531 YURIX Y62 BOMAP Y25 KOSHI Y501 SASIK Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1373,1680,1420,JS,2025-03-03 1625,,,,,,,,20,16L,"1. CRK/ICN INBOK DETOUR RTE 2. CRK DEP RWY 20 3. NIL 4. SINGLE
FMC, SINGLE GPS, SINGLE HF 5. 1) IF N884 FLT LVL BELOW FL270,
DUAL HF REQUIRED    2) REF KOR AIRAC AIP SUP 07/15  
"
,RPLC,RKSI,50,390,,Yes,No,,RPLC RIANO5N RIANO TR25 CAB R597 VIGOR A590 BIXAK G339 LUKRA Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1373,1859,1420,CS,2022-09-01 2312,,,,,,,,20,15L,
,RPLC,RKSI,51,390,,Yes,No,,RPLC RIANO4R RIANO TR25 CAB R597 VIGOR A590 GURAG DCT SAKON Y27 RUSAR Y579 RUGMA Z85 BILUM DCT MELES DCT GUKDO GUKDO2H RKSI,1373,1680,1420,JK,2023-07-25 1514,,,,,,,,2,16L,"1. CRK/ICN DETOUR RTE (OKA)
2. ERA RPHI OR EDTO RLS REQ
3. RKRR AIRAC AIP SUP 2/23
(RUGMA Z85 BILUM DCT MELES DCT)
4. 2023-07-25



"
,RPLC,RKSI,60,380,,Yes,No,,RPLC OLIVA2E OLIVA W16 MIA M765 REKEL A583 SABNO DCT LEGOD DCT BEKOL A461 SHL G471 PLT A599 JTN G327 LAMEN A593 SADLI Y590 ELGEP Y722 OLMEN OLMEN2H RKSI,1373,2176,1420,TL,2022-09-02 1615,,,,,,,,2,15L,"1. ICN/CRK DETOUR (BEKOL-SADLI)
2. CRK 02 DEP / ICN 15 ARR
3. CHN PMSN REQD

"
,RPLC,RKSI,61,380,,Yes,No,,RPLC OLIVA2E OLIVA W16 MIA M765 REKEL A583 SABNO DCT LEGOD DCT BEKOL A461 SHL G471 PLT A599 PUD A593 AKARA A326 IKEKA A591 AGAVO Y644 REBIT REBIT2H RKSI,1373,2143,1420,IK,2022-09-17 0853,,,,,,,,2,15L,"1. ICN/CRK DETOUR (BEKOL-AGAVO)
2. CRK 02 DEP / ICN 15 ARR
3. CHN PMSN REQD
4. 2022-09-17

"
